Distance_PFRC3_(m), Plug_flow_residence_time_PFRC3_(sec), Internal_surface_area_per_unit_distance_PFRC3_(m), Cross-section_area_PFRC3_(m2), External_surface_area_per_unit_distance_PFRC3_(m), Velocity_PFRC3_(m/sec), Exit_mass_flow_rate_PFRC3_(kg/sec), Volumetric_heat_production_rate_PFRC3_(J/m3-sec), Surface_temperature_PFRC3_(K), Temperature_PFRC3_(K), Pressure_PFRC3_(Pa), Mole_fraction_N2_PFRC3_(), Mole_fraction_H2_PFRC3_(), Mole_fraction_H_PFRC3_(), Mole_fraction_O2_PFRC3_(), Mole_fraction_H2O_PFRC3_(), Mole_fraction_OH_PFRC3_(), Mole_fraction_H2O2_PFRC3_(), Mole_fraction_HO2_PFRC3_(), Mole_fraction_CO_PFRC3_(), Mole_fraction_CO2_PFRC3_(), Mole_fraction_CH4_PFRC3_(), Mole_fraction_CH3_PFRC3_(), Mole_fraction_CH3OH_PFRC3_(), Mole_fraction_CH2O_PFRC3_(), Mole_fraction_HCO_PFRC3_(), Mole_fraction_HOCHO_PFRC3_(), Mole_fraction_C2H6_PFRC3_(), Mole_fraction_C2H5_PFRC3_(), Mole_fraction_C2H4_PFRC3_(), Mole_fraction_C2H3_PFRC3_(), Mole_fraction_CHOCHO_PFRC3_(), Mole_fraction_CHCHO_PFRC3_(), Mole_fraction_C2H2_PFRC3_(), Mole_fraction_CH3CHO_PFRC3_(), Mole_fraction_C2H3OH_PFRC3_(), Mole_fraction_CH2CO_PFRC3_(), Mole_fraction_HCCOH_PFRC3_(), Mole_fraction_C3H8_PFRC3_(), Mole_fraction_C3H6_PFRC3_(), Mole_fraction_C3H5-A_PFRC3_(), Mole_fraction_CH3CHCO_PFRC3_(), Mole_fraction_C3H4-P_PFRC3_(), Mole_fraction_C3H4-A_PFRC3_(), Mole_fraction_C3H3_PFRC3_(), Mole_fraction_C2H3CHO_PFRC3_(), Mole_fraction_CCYCCO-T1_PFRC3_(), Mole_fraction_C4H8-1_PFRC3_(), Mole_fraction_C4H6_PFRC3_(), Mole_fraction_C4H4_PFRC3_(), Mole_fraction_C4H3-I_PFRC3_(), Mole_fraction_C4H2_PFRC3_(), Mole_fraction_C4H612_PFRC3_(), Mole_fraction_C4H6-2_PFRC3_(), Mole_fraction_H2C4O_PFRC3_(), Mole_fraction_L-C6H4_PFRC3_(), Mole_fraction_C-C6H4_PFRC3_(), Mole_fraction_C6H2_PFRC3_(), Mole_fraction_C6H6_PFRC3_(), Mole_fraction_FULVENE_PFRC3_(), Mole_fraction_C6H5OH_PFRC3_(), Mole_fraction_C6H5O_PFRC3_(), Mole_fraction_C5H6_PFRC3_(), Mole_fraction_C5H5_PFRC3_(), Mole_fraction_C5H4O_PFRC3_(), Mole_fraction_OC5H7O_PFRC3_(), Mole_fraction_IND_PFRC3_(), Mole_fraction_C9H7_PFRC3_(), Mole_fraction_C9H6O_PFRC3_(), Molecular_weight_PFRC3_(kg/mole), Mass_density_PFRC3_(kg/m3), Unburned_hydrocarbons_PFRC3_(ppm), Volatile_organic_compounds_PFRC3_(ppm)
3.600000e-03, 5.297101e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796819e+00, 3.461730e+00, 4.950722e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542296e-03, 4.762916e-01, 2.182049e-05, -7.439194e-08, 1.964090e-01, 5.943962e-07, -8.565437e-12, -1.584319e-10, 2.760347e-01, 3.242831e-02, 1.488587e-02, 1.396627e-05, 7.147600e-07, 3.002178e-06, 2.010085e-07, 1.541336e-07, 4.269478e-06, 3.522586e-08, 1.264218e-04, 5.259253e-08, 9.577715e-11, 6.697080e-05, 1.643274e-04, 8.006008e-08, 7.875087e-08, 9.250661e-07, 2.415821e-08, 3.131198e-09, 1.946462e-07, 3.842230e-09, 3.709507e-09, 5.574273e-07, 2.187096e-07, 3.182532e-08, 5.191236e-10, 2.648333e-08, 1.593939e-10, 7.669525e-09, 4.156972e-08, 2.102432e-10, 1.707065e-08, 7.569188e-10, 1.006484e-09, 2.846879e-11, 4.191109e-11, 1.451039e-10, 6.618703e-12, 3.442584e-06, 5.885637e-09, 1.060062e-08, 1.258870e-10, 3.340235e-09, 3.158519e-10, -3.313405e-13, 4.025591e-08, 1.087118e-10, 1.085194e-11, -4.752890e-13, 1.400715e-02, 4.548278e+00, 1.551411e+04, 1.565472e+04
3.700000e-03, 5.444228e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796825e+00, 3.461730e+00, 3.870693e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542293e-03, 4.762862e-01, 2.181632e-05, -6.362349e-08, 1.964127e-01, 5.942959e-07, -7.071405e-12, -1.354691e-10, 2.760422e-01, 3.242247e-02, 1.488775e-02, 1.396545e-05, 7.146929e-07, 3.002161e-06, 2.009755e-07, 1.541528e-07, 4.254605e-06, 3.502234e-08, 1.256846e-04, 5.226130e-08, 9.544390e-11, 6.696725e-05, 1.633039e-04, 7.975276e-08, 7.828703e-08, 9.240218e-07, 2.400830e-08, 3.112898e-09, 1.934876e-07, 3.818243e-09, 3.698013e-09, 5.539496e-07, 2.173400e-07, 3.162053e-08, 5.159808e-10, 2.648331e-08, 1.581961e-10, 7.588900e-09, 4.121549e-08, 2.086720e-10, 1.697604e-08, 7.502577e-10, 9.970091e-10, 2.831931e-11, 4.541923e-11, 1.457924e-10, 8.690085e-12, 3.406851e-06, 5.824238e-09, 1.049560e-08, 1.246416e-10, 3.306613e-09, 3.126651e-10, -2.163719e-13, 4.025586e-08, 1.076324e-10, 1.075104e-11, -3.658463e-13, 1.400714e-02, 4.548274e+00, 1.551220e+04, 1.565280e+04
3.800000e-03, 5.591355e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796831e+00, 3.461730e+00, 2.802946e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542289e-03, 4.762808e-01, 2.181214e-05, -5.285506e-08, 1.964164e-01, 5.941955e-07, -5.577376e-12, -1.125063e-10, 2.760497e-01, 3.241664e-02, 1.488963e-02, 1.396463e-05, 7.146259e-07, 3.002145e-06, 2.009424e-07, 1.541719e-07, 4.239733e-06, 3.481882e-08, 1.249473e-04, 5.193007e-08, 9.511065e-11, 6.696371e-05, 1.622804e-04, 7.944544e-08, 7.782319e-08, 9.229775e-07, 2.385840e-08, 3.094598e-09, 1.923290e-07, 3.794255e-09, 3.686519e-09, 5.504718e-07, 2.159704e-07, 3.141575e-08, 5.128380e-10, 2.648329e-08, 1.569983e-10, 7.508275e-09, 4.086126e-08, 2.071008e-10, 1.688143e-08, 7.435965e-10, 9.875338e-10, 2.816983e-11, 4.892738e-11, 1.464810e-10, 1.076146e-11, 3.371119e-06, 5.762839e-09, 1.039057e-08, 1.233963e-10, 3.272990e-09, 3.094783e-10, -1.014035e-13, 4.025581e-08, 1.065530e-10, 1.065013e-11, -2.564039e-13, 1.400713e-02, 4.548270e+00, 1.551029e+04, 1.565088e+04
3.900000e-03, 5.738482e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796837e+00, 3.461730e+00, 1.747481e+05, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542286e-03, 4.762754e-01, 2.180797e-05, -4.208666e-08, 1.964201e-01, 5.940952e-07, -4.083350e-12, -8.954349e-11, 2.760571e-01, 3.241081e-02, 1.489150e-02, 1.396381e-05, 7.145588e-07, 3.002129e-06, 2.009093e-07, 1.541911e-07, 4.224860e-06, 3.461531e-08, 1.242101e-04, 5.159884e-08, 9.477741e-11, 6.696017e-05, 1.612570e-04, 7.913812e-08, 7.735936e-08, 9.219332e-07, 2.370849e-08, 3.076298e-09, 1.911705e-07, 3.770268e-09, 3.675025e-09, 5.469941e-07, 2.146009e-07, 3.121097e-08, 5.096952e-10, 2.648326e-08, 1.558005e-10, 7.427651e-09, 4.050703e-08, 2.055297e-10, 1.678682e-08, 7.369354e-10, 9.780585e-10, 2.802035e-11, 5.243551e-11, 1.471695e-10, 1.283284e-11, 3.335387e-06, 5.701440e-09, 1.028555e-08, 1.221509e-10, 3.239368e-09, 3.062915e-10, 1.356472e-14, 4.025576e-08, 1.054736e-10, 1.054923e-11, -1.469616e-13, 1.400712e-02, 4.548266e+00, 1.550838e+04, 1.564895e+04
4.000000e-03, 5.885609e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796843e+00, 3.461730e+00, 7.042975e+04, 1.740898e+03, 1.740898e+03, 4.700078e+06, 3.542283e-03, 4.762700e-01, 2.180379e-05, -3.131827e-08, 1.964238e-01, 5.939948e-07, -2.589326e-12, -6.658076e-11, 2.760646e-01, 3.240497e-02, 1.489338e-02, 1.396300e-05, 7.144918e-07, 3.002112e-06, 2.008762e-07, 1.542103e-07, 4.209988e-06, 3.441179e-08, 1.234728e-04, 5.126761e-08, 9.444416e-11, 6.695663e-05, 1.602335e-04, 7.883081e-08, 7.689552e-08, 9.208889e-07, 2.355858e-08, 3.057998e-09, 1.900119e-07, 3.746280e-09, 3.663532e-09, 5.435164e-07, 2.132313e-07, 3.100619e-08, 5.065524e-10, 2.648324e-08, 1.546027e-10, 7.347026e-09, 4.015280e-08, 2.039585e-10, 1.669221e-08, 7.302743e-10, 9.685832e-10, 2.787087e-11, 5.594364e-11, 1.478581e-10, 1.490421e-11, 3.299654e-06, 5.640041e-09, 1.018053e-08, 1.209055e-10, 3.205746e-09, 3.031047e-10, 1.285327e-13, 4.025571e-08, 1.043942e-10, 1.044833e-11, -3.751950e-14, 1.400711e-02, 4.548262e+00, 1.550647e+04, 1.564703e+04
4.100000e-03, 6.032736e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -3.575055e+04, 1.740896e+03, 1.740896e+03, 4.700078e+06, 3.542279e-03, 4.762658e-01, 2.179987e-05, -2.597830e-08, 1.964268e-01, 5.938958e-07, -1.849165e-12, -5.520238e-11, 2.760712e-01, 3.239986e-02, 1.489470e-02, 1.396179e-05, 7.144077e-07, 3.002088e-06, 2.008458e-07, 1.542274e-07, 4.197492e-06, 3.424163e-08, 1.228558e-04, 5.098961e-08, 9.440913e-11, 6.695308e-05, 1.593725e-04, 7.857277e-08, 7.650710e-08, 9.199809e-07, 2.343219e-08, 3.042645e-09, 1.890335e-07, 3.725945e-09, 3.649783e-09, 5.405612e-07, 2.120664e-07, 3.083162e-08, 5.038654e-10, 2.648321e-08, 1.536005e-10, 7.279489e-09, 3.980714e-08, 2.022876e-10, 1.657157e-08, 7.245057e-10, 9.602687e-10, 2.767342e-11, 5.731290e-11, 1.474763e-10, 1.579852e-11, 3.268070e-06, 5.585784e-09, 1.008511e-08, 1.197684e-10, 3.175557e-09, 3.002375e-10, 1.783826e-13, 4.025565e-08, 1.031968e-10, 1.033144e-11, 9.637860e-15, 1.400709e-02, 4.548260e+00, 1.550460e+04, 1.564515e+04
4.200000e-03, 6.179863e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -1.433801e+05, 1.740894e+03, 1.740894e+03, 4.700078e+06, 3.542273e-03, 4.762624e-01, 2.179613e-05, -2.453832e-08, 1.964292e-01, 5.937978e-07, -1.650610e-12, -5.214666e-11, 2.760771e-01, 3.239528e-02, 1.489562e-02, 1.396030e-05, 7.143114e-07, 3.002057e-06, 2.008171e-07, 1.542429e-07, 4.186703e-06, 3.409545e-08, 1.223252e-04, 5.074986e-08, 9.458836e-11, 6.694951e-05, 1.586282e-04, 7.835015e-08, 7.617285e-08, 9.191707e-07, 2.332270e-08, 3.029409e-09, 1.881845e-07, 3.708233e-09, 3.634413e-09, 5.379813e-07, 2.110485e-07, 3.067875e-08, 5.015058e-10, 2.648317e-08, 1.527390e-10, 7.221355e-09, 3.946764e-08, 2.005451e-10, 1.643223e-08, 7.193784e-10, 9.527880e-10, 2.744150e-11, 5.714551e-11, 1.463256e-10, 1.584718e-11, 3.239464e-06, 5.536656e-09, 9.996605e-09, 1.187091e-10, 3.147836e-09, 2.975998e-10, 1.814491e-13, 4.025557e-08, 1.019147e-10, 1.020306e-11, 1.204740e-14, 1.400707e-02, 4.548260e+00, 1.550275e+04, 1.564329e+04
4.300000e-03, 6.326990e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -2.503596e+05, 1.740891e+03, 1.740891e+03, 4.700078e+06, 3.542268e-03, 4.762591e-01, 2.179239e-05, -2.309834e-08, 1.964316e-01, 5.936997e-07, -1.452055e-12, -4.909096e-11, 2.760831e-01, 3.239069e-02, 1.489654e-02, 1.395882e-05, 7.142152e-07, 3.002027e-06, 2.007885e-07, 1.542584e-07, 4.175915e-06, 3.394926e-08, 1.217945e-04, 5.051010e-08, 9.476758e-11, 6.694595e-05, 1.578838e-04, 7.812752e-08, 7.583860e-08, 9.183606e-07, 2.321321e-08, 3.016174e-09, 1.873355e-07, 3.690521e-09, 3.619044e-09, 5.354014e-07, 2.100306e-07, 3.052588e-08, 4.991462e-10, 2.648313e-08, 1.518774e-10, 7.163221e-09, 3.912815e-08, 1.988027e-10, 1.629288e-08, 7.142510e-10, 9.453073e-10, 2.720958e-11, 5.697812e-11, 1.451750e-10, 1.589584e-11, 3.210859e-06, 5.487529e-09, 9.908097e-09, 1.176498e-10, 3.120114e-09, 2.949622e-10, 1.845156e-13, 4.025550e-08, 1.006325e-10, 1.007469e-11, 1.445694e-14, 1.400705e-02, 4.548260e+00, 1.550091e+04, 1.564143e+04
4.400000e-03, 6.474117e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -3.566891e+05, 1.740889e+03, 1.740889e+03, 4.700078e+06, 3.542263e-03, 4.762557e-01, 2.178865e-05, -2.165837e-08, 1.964340e-01, 5.936016e-07, -1.253502e-12, -4.603527e-11, 2.760891e-01, 3.238610e-02, 1.489745e-02, 1.395733e-05, 7.141189e-07, 3.001997e-06, 2.007599e-07, 1.542739e-07, 4.165126e-06, 3.380308e-08, 1.212639e-04, 5.027035e-08, 9.494681e-11, 6.694238e-05, 1.571395e-04, 7.790490e-08, 7.550435e-08, 9.175505e-07, 2.310373e-08, 3.002938e-09, 1.864865e-07, 3.672809e-09, 3.603675e-09, 5.328215e-07, 2.090127e-07, 3.037301e-08, 4.967866e-10, 2.648309e-08, 1.510158e-10, 7.105087e-09, 3.878865e-08, 1.970602e-10, 1.615354e-08, 7.091237e-10, 9.378267e-10, 2.697766e-11, 5.681074e-11, 1.440243e-10, 1.594450e-11, 3.182254e-06, 5.438402e-09, 9.819588e-09, 1.165905e-10, 3.092392e-09, 2.923245e-10, 1.875821e-13, 4.025542e-08, 9.935042e-11, 9.946314e-12, 1.686647e-14, 1.400702e-02, 4.548260e+00, 1.549906e+04, 1.563958e+04
4.500000e-03, 6.621244e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -4.623686e+05, 1.740886e+03, 1.740886e+03, 4.700078e+06, 3.542257e-03, 4.762524e-01, 2.178491e-05, -2.021841e-08, 1.964364e-01, 5.935035e-07, -1.054948e-12, -4.297958e-11, 2.760950e-01, 3.238152e-02, 1.489837e-02, 1.395585e-05, 7.140227e-07, 3.001966e-06, 2.007312e-07, 1.542894e-07, 4.154337e-06, 3.365690e-08, 1.207333e-04, 5.003059e-08, 9.512603e-11, 6.693882e-05, 1.563952e-04, 7.768227e-08, 7.517010e-08, 9.167404e-07, 2.299424e-08, 2.989703e-09, 1.856376e-07, 3.655097e-09, 3.588306e-09, 5.302416e-07, 2.079948e-07, 3.022014e-08, 4.944270e-10, 2.648305e-08, 1.501543e-10, 7.046953e-09, 3.844915e-08, 1.953178e-10, 1.601420e-08, 7.039964e-10, 9.303461e-10, 2.674574e-11, 5.664335e-11, 1.428736e-10, 1.599316e-11, 3.153649e-06, 5.389275e-09, 9.731081e-09, 1.155312e-10, 3.064671e-09, 2.896869e-10, 1.906485e-13, 4.025535e-08, 9.806830e-11, 9.817940e-12, 1.927600e-14, 1.400700e-02, 4.548260e+00, 1.549722e+04, 1.563772e+04
4.600000e-03, 6.768371e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -5.673980e+05, 1.740883e+03, 1.740883e+03, 4.700078e+06, 3.542252e-03, 4.762490e-01, 2.178117e-05, -1.877845e-08, 1.964388e-01, 5.934055e-07, -8.563957e-13, -3.992391e-11, 2.761010e-01, 3.237693e-02, 1.489929e-02, 1.395436e-05, 7.139264e-07, 3.001936e-06, 2.007026e-07, 1.543049e-07, 4.143549e-06, 3.351071e-08, 1.202026e-04, 4.979084e-08, 9.530526e-11, 6.693525e-05, 1.556509e-04, 7.745965e-08, 7.483586e-08, 9.159302e-07, 2.288475e-08, 2.976467e-09, 1.847886e-07, 3.637385e-09, 3.572937e-09, 5.276617e-07, 2.069769e-07, 3.006727e-08, 4.920675e-10, 2.648301e-08, 1.492927e-10, 6.988820e-09, 3.810966e-08, 1.935753e-10, 1.587486e-08, 6.988691e-10, 9.228655e-10, 2.651382e-11, 5.647596e-11, 1.417230e-10, 1.604182e-11, 3.125044e-06, 5.340149e-09, 9.642573e-09, 1.144719e-10, 3.036949e-09, 2.870492e-10, 1.937150e-13, 4.025527e-08, 9.678619e-11, 9.689566e-12, 2.168551e-14, 1.400698e-02, 4.548260e+00, 1.549537e+04, 1.563587e+04
4.700000e-03, 6.915498e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -6.717773e+05, 1.740881e+03, 1.740881e+03, 4.700078e+06, 3.542247e-03, 4.762456e-01, 2.177743e-05, -1.733849e-08, 1.964412e-01, 5.933074e-07, -6.578436e-13, -3.686824e-11, 2.761069e-01, 3.237235e-02, 1.490020e-02, 1.395287e-05, 7.138302e-07, 3.001906e-06, 2.006740e-07, 1.543204e-07, 4.132760e-06, 3.336453e-08, 1.196720e-04, 4.955109e-08, 9.548448e-11, 6.693169e-05, 1.549066e-04, 7.723702e-08, 7.450162e-08, 9.151201e-07, 2.277526e-08, 2.963232e-09, 1.839396e-07, 3.619674e-09, 3.557568e-09, 5.250818e-07, 2.059590e-07, 2.991440e-08, 4.897079e-10, 2.648297e-08, 1.484312e-10, 6.930686e-09, 3.777017e-08, 1.918329e-10, 1.573552e-08, 6.937418e-10, 9.153850e-10, 2.628191e-11, 5.630857e-11, 1.405723e-10, 1.609048e-11, 3.096439e-06, 5.291022e-09, 9.554065e-09, 1.134126e-10, 3.009228e-09, 2.844116e-10, 1.967814e-13, 4.025520e-08, 9.550408e-11, 9.561193e-12, 2.409502e-14, 1.400696e-02, 4.548260e+00, 1.549353e+04, 1.563401e+04
4.800000e-03, 7.062625e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -7.755066e+05, 1.740878e+03, 1.740878e+03, 4.700078e+06, 3.542241e-03, 4.762423e-01, 2.177369e-05, -1.589854e-08, 1.964437e-01, 5.932093e-07, -4.592922e-13, -3.381258e-11, 2.761129e-01, 3.236776e-02, 1.490112e-02, 1.395139e-05, 7.137339e-07, 3.001875e-06, 2.006454e-07, 1.543359e-07, 4.121972e-06, 3.321835e-08, 1.191414e-04, 4.931134e-08, 9.566370e-11, 6.692812e-05, 1.541623e-04, 7.701440e-08, 7.416737e-08, 9.143100e-07, 2.266577e-08, 2.949997e-09, 1.830907e-07, 3.601962e-09, 3.542200e-09, 5.225020e-07, 2.049411e-07, 2.976153e-08, 4.873483e-10, 2.648293e-08, 1.475696e-10, 6.872553e-09, 3.743067e-08, 1.900905e-10, 1.559618e-08, 6.886146e-10, 9.079044e-10, 2.604999e-11, 5.614119e-11, 1.394217e-10, 1.613914e-11, 3.067834e-06, 5.241896e-09, 9.465558e-09, 1.123534e-10, 2.981507e-09, 2.817740e-10, 1.998479e-13, 4.025512e-08, 9.422198e-11, 9.432820e-12, 2.650452e-14, 1.400694e-02, 4.548260e+00, 1.549168e+04, 1.563216e+04
4.900000e-03, 7.209752e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -8.785857e+05, 1.740875e+03, 1.740875e+03, 4.700078e+06, 3.542236e-03, 4.762389e-01, 2.176995e-05, -1.445859e-08, 1.964461e-01, 5.931113e-07, -2.607413e-13, -3.075693e-11, 2.761188e-01, 3.236317e-02, 1.490204e-02, 1.394990e-05, 7.136377e-07, 3.001845e-06, 2.006167e-07, 1.543514e-07, 4.111183e-06, 3.307217e-08, 1.186108e-04, 4.907158e-08, 9.584293e-11, 6.692456e-05, 1.534180e-04, 7.679178e-08, 7.383313e-08, 9.134999e-07, 2.255629e-08, 2.936761e-09, 1.822417e-07, 3.584250e-09, 3.526831e-09, 5.199221e-07, 2.039232e-07, 2.960867e-08, 4.849888e-10, 2.648289e-08, 1.467081e-10, 6.814420e-09, 3.709118e-08, 1.883480e-10, 1.545685e-08, 6.834873e-10, 9.004239e-10, 2.581808e-11, 5.597380e-11, 1.382710e-10, 1.618780e-11, 3.039229e-06, 5.192770e-09, 9.377051e-09, 1.112941e-10, 2.953786e-09, 2.791364e-10, 2.029143e-13, 4.025505e-08, 9.293988e-11, 9.304447e-12, 2.891401e-14, 1.400692e-02, 4.548260e+00, 1.548984e+04, 1.563030e+04
5.000000e-03, 7.356879e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -9.810148e+05, 1.740873e+03, 1.740873e+03, 4.700078e+06, 3.542231e-03, 4.762356e-01, 2.176621e-05, -1.301864e-08, 1.964485e-01, 5.930132e-07, -6.219106e-14, -2.770129e-11, 2.761248e-01, 3.235859e-02, 1.490296e-02, 1.394842e-05, 7.135414e-07, 3.001815e-06, 2.005881e-07, 1.543669e-07, 4.100395e-06, 3.292599e-08, 1.180801e-04, 4.883183e-08, 9.602215e-11, 6.692099e-05, 1.526737e-04, 7.656916e-08, 7.349889e-08, 9.126898e-07, 2.244680e-08, 2.923526e-09, 1.813927e-07, 3.566539e-09, 3.511462e-09, 5.173423e-07, 2.029053e-07, 2.945580e-08, 4.826292e-10, 2.648285e-08, 1.458465e-10, 6.756287e-09, 3.675169e-08, 1.866056e-10, 1.531751e-08, 6.783601e-10, 8.929434e-10, 2.558616e-11, 5.580641e-11, 1.371204e-10, 1.623645e-11, 3.010624e-06, 5.143644e-09, 9.288545e-09, 1.102348e-10, 2.926064e-09, 2.764988e-10, 2.059807e-13, 4.025497e-08, 9.165778e-11, 9.176075e-12, 3.132350e-14, 1.400690e-02, 4.548260e+00, 1.548799e+04, 1.562844e+04
5.100000e-03, 7.504007e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -1.082794e+06, 1.740870e+03, 1.740870e+03, 4.700078e+06, 3.542225e-03, 4.762322e-01, 2.176247e-05, -1.157870e-08, 1.964509e-01, 5.929151e-07, 1.363586e-13, -2.464566e-11, 2.761307e-01, 3.235400e-02, 1.490387e-02, 1.394693e-05, 7.134452e-07, 3.001784e-06, 2.005595e-07, 1.543825e-07, 4.089606e-06, 3.277981e-08, 1.175495e-04, 4.859208e-08, 9.620137e-11, 6.691743e-05, 1.519294e-04, 7.634654e-08, 7.316465e-08, 9.118797e-07, 2.233731e-08, 2.910291e-09, 1.805438e-07, 3.548827e-09, 3.496093e-09, 5.147624e-07, 2.018874e-07, 2.930293e-08, 4.802697e-10, 2.648281e-08, 1.449850e-10, 6.698155e-09, 3.641220e-08, 1.848632e-10, 1.517817e-08, 6.732329e-10, 8.854630e-10, 2.535425e-11, 5.563903e-11, 1.359697e-10, 1.628511e-11, 2.982020e-06, 5.094518e-09, 9.200038e-09, 1.091755e-10, 2.898343e-09, 2.738612e-10, 2.090471e-13, 4.025489e-08, 9.037569e-11, 9.047703e-12, 3.373298e-14, 1.400688e-02, 4.548260e+00, 1.548615e+04, 1.562659e+04
5.200000e-03, 7.651134e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -1.183922e+06, 1.740868e+03, 1.740868e+03, 4.700078e+06, 3.542220e-03, 4.762288e-01, 2.175873e-05, -1.013877e-08, 1.964533e-01, 5.928171e-07, 3.349077e-13, -2.159004e-11, 2.761367e-01, 3.234941e-02, 1.490479e-02, 1.394545e-05, 7.133489e-07, 3.001754e-06, 2.005308e-07, 1.543980e-07, 4.078818e-06, 3.263363e-08, 1.170189e-04, 4.835234e-08, 9.638059e-11, 6.691386e-05, 1.511851e-04, 7.612392e-08, 7.283041e-08, 9.110696e-07, 2.222783e-08, 2.897056e-09, 1.796948e-07, 3.531116e-09, 3.480725e-09, 5.121826e-07, 2.008696e-07, 2.915007e-08, 4.779102e-10, 2.648277e-08, 1.441234e-10, 6.640022e-09, 3.607272e-08, 1.831208e-10, 1.503883e-08, 6.681057e-10, 8.779825e-10, 2.512233e-11, 5.547164e-11, 1.348191e-10, 1.633377e-11, 2.953415e-06, 5.045392e-09, 9.111532e-09, 1.081162e-10, 2.870622e-09, 2.712236e-10, 2.121135e-13, 4.025482e-08, 8.909360e-11, 8.919332e-12, 3.614245e-14, 1.400686e-02, 4.548260e+00, 1.548430e+04, 1.562473e+04
5.300000e-03, 7.798261e-04, 1.186247e+00, 1.119800e-01, 1.186247e+00, 6.796846e+00, 3.461730e+00, -1.284401e+06, 1.740865e+03, 1.740865e+03, 4.700078e+06, 3.542215e-03, 4.762255e-01, 2.175499e-05, -8.698837e-09, 1.964557e-01, 5.927190e-07, 5.334561e-13, -1.853443e-11, 2.761426e-01, 3.234483e-02, 1.490571e-02, 1.394396e-05, 7.132527e-07, 3.001724e-06, 2.005022e-07, 1.544135e-07, 4.068030e-06, 3.248745e-08, 1.164883e-04, 4.811259e-08, 9.655981e-11, 6.691030e-05, 1.504408e-04, 7.590130e-08, 7.249617e-08, 9.102595e-07, 2.211834e-08, 2.883821e-09, 1.788459e-07, 3.513404e-09, 3.465356e-09, 5.096028e-07, 1.998517e-07, 2.899720e-08, 4.755506e-10, 2.648273e-08, 1.432619e-10, 6.581890e-09, 3.573323e-08, 1.813784e-10, 1.489950e-08, 6.629785e-10, 8.705021e-10, 2.489042e-11, 5.530426e-11, 1.336684e-10, 1.638243e-11, 2.924811e-06, 4.996266e-09, 9.023027e-09, 1.070570e-10, 2.842902e-09, 2.685860e-10, 2.151799e-13, 4.025474e-08, 8.781152e-11, 8.790961e-12, 3.855192e-14, 1.400683e-02, 4.548260e+00, 1.548246e+04, 1.562288e+04
